  IJet   Q2_min   Q2_max   Pt_min   Pt_max    Sigma stat.(%)  sys.(%)  tot.(%)      had  had.err       EW  JES(up)  JES(dn) EHFS(up) EHFS(dn) LArN(up) LArN(dn) Trig(up) Trig(dn) Lumi(up) Lumi(dn) TrCl(up) TrCl(dn) Mod1(up) Mod1(dn)   Ee1(up)  Ee1(dn) ThE1(up) ThE1(dn) IDe1(up) IDe1(dn) Mod2(up) Mod2(dn)   Ee2(up)  Ee2(dn) ThE2(up) ThE2(dn) IDe2(up) IDe2(dn) Mod3(up) Mod3(dn)   Ee3(up)  Ee3(dn) ThE3(up) ThE3(dn) IDe3(up) IDe3(dn) Mod4(up) Mod4(dn)   Ee4(up)  Ee4(dn) ThE4(up) ThE4(dn) IDe4(up) IDe4(dn) Mod5(up) Mod5(dn)   Ee5(up)  Ee5(dn) ThE5(up) ThE5(dn) IDe5(up) IDe5(dn) Mod6(up) Mod6(dn)   Ee6(up)  Ee6(dn) ThE6(up) ThE6(dn) IDe6(up) IDe6(dn) Bkgd(up) Bkgd(dn)  UnCorrSys
  -0.05   0.01   0.00  -0.00   0.34  -0.07  -0.01   0.00  -0.05   0.01  -0.00  -0.00  -0.01   0.00  -0.00   0.00  -0.01   0.00  -0.00  -0.00  -0.00   0.00  -0.00  -0.00  -0.03   0.07  -0.01  -0.00   1.00
   0.00  -0.03   0.00   0.00   0.00   0.27  -0.03  -0.01   0.01  -0.03   0.01   0.00   0.01  -0.00   0.00  -0.00   0.00  -0.01   0.00   0.00   0.00  -0.00  -0.00   0.00   0.06  -0.13   0.04   0.01  -0.44   1.00
  -0.00   0.00  -0.06   0.00  -0.01  -0.01   0.49  -0.01   0.00   0.00  -0.07   0.00  -0.00   0.00  -0.00   0.00  -0.00   0.00  -0.01   0.00  -0.00   0.00  -0.00  -0.00  -0.02   0.05  -0.14   0.00   0.10  -0.34   1.00
   0.00   0.00  -0.00  -0.10  -0.00   0.00  -0.02   0.69  -0.00   0.00   0.00  -0.08  -0.00   0.00  -0.00  -0.01   0.00  -0.00   0.00  -0.01   0.00   0.00   0.00   0.00  -0.00   0.01  -0.00  -0.14   0.02  -0.08   0.02   1.00
   0.01  -0.00  -0.00   0.00  -0.04   0.01  -0.00  -0.00   0.35  -0.06  -0.01   0.00  -0.03   0.01  -0.00  -0.00  -0.00   0.00  -0.00   0.00  -0.00   0.00  -0.00  -0.00   0.11  -0.01   0.00   0.00  -0.04   0.07  -0.01  -0.00   1.00
   0.00   0.01  -0.00   0.00   0.00  -0.03   0.01   0.00   0.01   0.25  -0.05  -0.01   0.01  -0.02   0.00   0.00   0.00  -0.00   0.00  -0.00   0.00  -0.00   0.00   0.00  -0.01   0.02  -0.01  -0.00   0.06  -0.11   0.04   0.01  -0.47   1.00
  -0.00   0.00   0.01   0.00  -0.00   0.00  -0.06   0.01  -0.01  -0.00   0.51  -0.03  -0.00   0.00  -0.04   0.00  -0.00   0.01  -0.01   0.01  -0.00   0.00  -0.00   0.00   0.00  -0.01   0.02   0.00  -0.01   0.04  -0.12   0.01   0.11  -0.34   1.00
  -0.00  -0.00   0.00   0.01  -0.00   0.00   0.00  -0.07  -0.00  -0.02  -0.01   0.66  -0.00   0.00  -0.00  -0.06   0.00   0.00   0.00  -0.01   0.00   0.00   0.00  -0.00   0.00  -0.00   0.00   0.02  -0.00   0.01  -0.00  -0.11   0.03  -0.10   0.02   1.00
   0.00  -0.00  -0.00   0.00  -0.01   0.00  -0.00  -0.00  -0.03   0.00  -0.00  -0.00   0.35  -0.06  -0.01   0.01  -0.02   0.00  -0.00  -0.00  -0.00   0.00  -0.00   0.00   0.09   0.00  -0.00   0.00   0.04   0.01  -0.00   0.00  -0.03   0.05  -0.01  -0.00   1.00
   0.00   0.00  -0.00  -0.00   0.00  -0.00   0.00   0.00   0.00  -0.02   0.00   0.00   0.00   0.25  -0.02  -0.01   0.00  -0.02   0.00   0.00   0.00  -0.00   0.00   0.00  -0.00   0.01  -0.00  -0.00   0.01  -0.01   0.00   0.00   0.05  -0.08   0.03   0.01  -0.45   1.00
  -0.00   0.00   0.00   0.00  -0.00   0.00  -0.00  -0.00  -0.00   0.00  -0.05   0.00  -0.01  -0.01   0.48  -0.01  -0.00   0.01  -0.03   0.00   0.00   0.00  -0.00   0.00   0.00  -0.00   0.01   0.00  -0.00  -0.00  -0.00   0.00  -0.01   0.03  -0.08  -0.00   0.11  -0.36   1.00
   0.00   0.00   0.00   0.00  -0.00  -0.00   0.00  -0.00  -0.00   0.00   0.00  -0.06  -0.00  -0.01  -0.03   0.70   0.00  -0.00   0.01  -0.04   0.00   0.00   0.00  -0.00   0.00  -0.00   0.00   0.00   0.00   0.00  -0.00  -0.00  -0.00   0.01   0.00  -0.09   0.03  -0.11   0.04   1.00
   0.00  -0.00   0.00  -0.00  -0.01   0.00  -0.00   0.00  -0.00  -0.00  -0.00   0.00  -0.02   0.00  -0.00   0.00   0.32  -0.07  -0.01   0.00  -0.00   0.00  -0.00  -0.00   0.08   0.00   0.00  -0.00   0.04   0.02  -0.00   0.00   0.04   0.01  -0.00  -0.00  -0.01   0.03  -0.00  -0.00   1.00
   0.00   0.00  -0.00  -0.00   0.00  -0.01   0.00  -0.00   0.00  -0.01   0.00  -0.00   0.00  -0.02   0.00  -0.00   0.01   0.24  -0.04  -0.00   0.00  -0.00   0.00   0.00   0.00   0.01  -0.00   0.00   0.01  -0.01   0.00   0.00   0.01  -0.00   0.00   0.00   0.03  -0.04   0.02   0.00  -0.46   1.00
  -0.00   0.00   0.00   0.00  -0.00   0.00  -0.01   0.00  -0.00   0.00  -0.01   0.00   0.00   0.00  -0.03   0.01  -0.01  -0.01   0.50  -0.08  -0.00   0.00  -0.01   0.00  -0.00  -0.00   0.01   0.00  -0.00   0.00  -0.01   0.01   0.00   0.00  -0.01   0.00  -0.00   0.02  -0.05   0.01   0.10  -0.35   1.00
  -0.00  -0.00  -0.00   0.00  -0.00  -0.00   0.00  -0.01   0.00   0.00   0.00  -0.01  -0.00   0.00   0.00  -0.04  -0.00  -0.00  -0.02   0.73   0.00   0.00   0.00  -0.01   0.00  -0.00   0.00   0.01  -0.00   0.00   0.00  -0.02   0.00  -0.00   0.01  -0.01  -0.00   0.01   0.00  -0.06   0.02  -0.08  -0.03   1.00
   0.00  -0.00  -0.00  -0.00  -0.00   0.00  -0.00   0.00  -0.00  -0.00  -0.00   0.00  -0.00  -0.00  -0.00   0.00  -0.00  -0.00  -0.00  -0.00   0.30  -0.08  -0.03  -0.00   0.02   0.00  -0.00   0.00   0.01   0.00   0.00  -0.00   0.01   0.00  -0.00   0.00   0.01   0.00  -0.00  -0.00   0.01   0.01  -0.00   0.00   1.00
   0.00   0.00  -0.00   0.00   0.00  -0.00   0.00  -0.00   0.00  -0.00   0.00  -0.00   0.00  -0.00   0.00  -0.00   0.00  -0.00   0.00   0.00   0.02   0.21  -0.03  -0.02   0.00   0.00   0.00   0.00   0.00  -0.00  -0.00   0.01   0.00  -0.00   0.00  -0.00   0.00  -0.00   0.00   0.00   0.01  -0.01   0.01   0.00  -0.41   1.00
  -0.00  -0.00   0.00  -0.00  -0.00   0.00  -0.00   0.00  -0.00   0.00  -0.01   0.00  -0.00   0.00  -0.00   0.00   0.00   0.00  -0.01   0.00  -0.02  -0.00   0.44  -0.02  -0.00  -0.00   0.01  -0.00  -0.00   0.00  -0.01   0.01  -0.00   0.00  -0.01   0.00  -0.00   0.00  -0.00   0.01  -0.00   0.00  -0.01   0.01   0.07  -0.36   1.00
  -0.00  -0.00   0.00   0.00   0.00   0.00   0.00  -0.00   0.00  -0.00  -0.00  -0.00  -0.00  -0.00   0.00   0.01   0.00   0.00   0.00  -0.02  -0.01  -0.02  -0.07   0.66  -0.00  -0.00   0.00   0.01   0.00  -0.00   0.00  -0.00  -0.00  -0.00   0.00   0.00  -0.00  -0.00   0.00   0.01   0.00   0.00  -0.01   0.02   0.02  -0.09  -0.13   1.00
   0.11   0.10  -0.06   0.02  -0.02  -0.03   0.01  -0.00  -0.00  -0.02   0.00   0.00  -0.01  -0.01   0.00  -0.00  -0.01  -0.01   0.00  -0.00  -0.00  -0.01   0.00   0.00   0.13   0.05  -0.04   0.02  -0.02  -0.02   0.01  -0.00   0.00  -0.01   0.01   0.00  -0.00  -0.01   0.00   0.00  -0.00  -0.01   0.01  -0.00   0.00  -0.00   0.00  -0.00   1.00
   0.02   0.12   0.18  -0.04   0.00  -0.02  -0.03   0.01   0.00   0.00  -0.01   0.00   0.00  -0.00  -0.01   0.00   0.00  -0.00  -0.01   0.00  -0.00   0.00  -0.00   0.00  -0.07   0.16   0.12  -0.05   0.01  -0.02  -0.03   0.01  -0.00   0.00  -0.01  -0.00   0.00  -0.00  -0.01   0.00   0.00   0.00  -0.01   0.00  -0.00   0.00  -0.01   0.00  -0.37   1.00
   0.01   0.01   0.12   0.18  -0.00   0.00  -0.02  -0.05   0.00   0.00  -0.00  -0.01  -0.00   0.00  -0.00  -0.01  -0.00   0.00  -0.01  -0.01   0.00  -0.00  -0.00  -0.00   0.02  -0.05   0.21   0.15  -0.00   0.01  -0.03  -0.03   0.00  -0.00   0.00  -0.00  -0.00   0.00  -0.01  -0.01   0.00  -0.00  -0.01  -0.01   0.00  -0.00   0.00   0.00   0.09  -0.26   1.00
  -0.02  -0.03   0.01  -0.00   0.10   0.10  -0.06   0.02  -0.02  -0.02   0.01  -0.00  -0.00  -0.01   0.00   0.00  -0.00  -0.01   0.00  -0.00  -0.00  -0.00   0.00   0.00  -0.02  -0.02   0.01  -0.00   0.13   0.05  -0.03   0.01  -0.01  -0.01   0.01  -0.00   0.00  -0.00   0.00   0.00   0.00  -0.00   0.01  -0.00   0.00  -0.00   0.00  -0.00   0.01   0.01  -0.00   1.00
   0.00  -0.02  -0.04   0.02   0.01   0.13   0.16  -0.07  -0.00  -0.02  -0.03   0.01   0.00  -0.00  -0.01  -0.00   0.00  -0.00  -0.01   0.00  -0.00   0.00  -0.00   0.00   0.01  -0.03  -0.03   0.01  -0.07   0.17   0.08  -0.04   0.00  -0.02  -0.02   0.01  -0.00  -0.00  -0.01  -0.00  -0.00   0.00  -0.01   0.00  -0.00   0.00  -0.00   0.00   0.02  -0.08   0.02  -0.35   1.00
  -0.00   0.00  -0.02  -0.06   0.01  -0.01   0.16   0.22  -0.00  -0.00  -0.02  -0.03  -0.00   0.00  -0.00  -0.00  -0.00   0.00  -0.00  -0.01   0.00  -0.00  -0.00  -0.00  -0.00   0.01  -0.03  -0.04   0.02  -0.05   0.22   0.13  -0.00   0.01  -0.03  -0.02   0.00   0.00  -0.00  -0.00   0.00   0.00  -0.00  -0.00   0.00  -0.00   0.00   0.00  -0.00   0.02  -0.11   0.08  -0.24   1.00
  -0.00  -0.01   0.00  -0.00  -0.02  -0.01   0.01  -0.00   0.12   0.07  -0.07   0.02  -0.01  -0.01   0.01  -0.00  -0.00  -0.01   0.00  -0.00  -0.00  -0.00   0.00   0.00  -0.00  -0.01   0.01   0.00  -0.01  -0.01   0.01  -0.00   0.14   0.03  -0.04   0.03  -0.01  -0.01   0.01  -0.00   0.00  -0.00   0.01  -0.00   0.00  -0.00   0.00  -0.00   0.14  -0.03   0.01   0.02   0.01  -0.00   1.00
   0.00   0.00  -0.01   0.01   0.00  -0.01  -0.03   0.01   0.01   0.12   0.15  -0.07   0.00  -0.01  -0.02   0.01   0.00  -0.00  -0.01   0.00  -0.00   0.00  -0.00   0.00  -0.00   0.00  -0.01   0.00   0.01  -0.02  -0.02   0.01  -0.07   0.17   0.12  -0.08   0.00  -0.01  -0.02   0.01  -0.00   0.00  -0.01   0.00  -0.00   0.00  -0.01   0.00  -0.04   0.07  -0.02   0.01  -0.05   0.02  -0.37   1.00
  -0.00   0.00   0.00  -0.02  -0.00  -0.00  -0.02  -0.02   0.02  -0.00   0.12   0.23  -0.00   0.00  -0.01  -0.03   0.00   0.00  -0.00  -0.01   0.00  -0.00   0.00  -0.00   0.00  -0.00   0.00  -0.02  -0.00   0.01  -0.03  -0.02   0.03  -0.07   0.23   0.20  -0.00   0.01  -0.02  -0.02   0.00   0.00  -0.00  -0.00   0.00  -0.00   0.00   0.00   0.01  -0.02   0.05  -0.00   0.02  -0.08   0.10  -0.29   1.00
  -0.01  -0.01   0.00  -0.00  -0.00  -0.00   0.00   0.00  -0.01  -0.01   0.01  -0.00   0.08   0.08  -0.06   0.02  -0.01  -0.01   0.01  -0.00  -0.00  -0.00   0.00   0.00  -0.00  -0.01   0.01   0.00   0.00  -0.00   0.00  -0.00  -0.01  -0.01   0.01  -0.00   0.12   0.04  -0.04   0.02  -0.00  -0.00   0.01  -0.00   0.00  -0.00   0.00  -0.00   0.12  -0.03   0.01   0.11  -0.03   0.00   0.03   0.00  -0.00   1.00
   0.00  -0.00  -0.01   0.01   0.00  -0.00  -0.01   0.00   0.00  -0.01  -0.03   0.01   0.03   0.11   0.16  -0.07  -0.00  -0.01  -0.02   0.01  -0.00   0.00  -0.00   0.00   0.00  -0.00  -0.01   0.00  -0.00  -0.00  -0.01   0.00   0.01  -0.01  -0.02   0.01  -0.06   0.17   0.09  -0.07   0.00  -0.01  -0.02   0.01   0.00   0.00  -0.00   0.00  -0.03   0.05  -0.01  -0.03   0.06  -0.01   0.01  -0.02   0.01  -0.35   1.00
  -0.00   0.00   0.00  -0.02  -0.00   0.00   0.00  -0.01  -0.00   0.00  -0.01  -0.03   0.02   0.01   0.15   0.23  -0.00   0.00  -0.01  -0.03   0.00  -0.00  -0.00  -0.00   0.00   0.00  -0.00  -0.02   0.00  -0.00  -0.00  -0.01  -0.00   0.01  -0.02  -0.02   0.03  -0.07   0.29   0.18   0.00   0.00  -0.01  -0.02   0.00  -0.00  -0.00   0.00   0.01  -0.01   0.03   0.01  -0.01   0.03  -0.00   0.01  -0.05   0.09  -0.27   1.00
  -0.01  -0.02   0.00  -0.00  -0.01  -0.01   0.00  -0.00  -0.00  -0.01   0.00  -0.00  -0.01  -0.01   0.00  -0.00   0.09   0.08  -0.05   0.02  -0.00  -0.00   0.00  -0.00  -0.00  -0.01   0.01   0.00   0.00  -0.00   0.00  -0.00   0.00  -0.00   0.00   0.00  -0.00  -0.00   0.01  -0.00   0.13   0.04  -0.04   0.02   0.00  -0.00   0.00  -0.00   0.12  -0.03   0.00   0.10  -0.02   0.00   0.10  -0.02   0.00   0.05  -0.01   0.00   1.00
   0.00  -0.00  -0.02   0.00   0.00  -0.00  -0.01   0.00   0.00  -0.00  -0.01   0.00   0.00  -0.01  -0.02   0.00   0.03   0.10   0.14  -0.06  -0.00  -0.00  -0.00   0.00   0.00  -0.00  -0.02   0.00  -0.00  -0.00  -0.01   0.00  -0.00   0.00  -0.01  -0.00   0.00  -0.01  -0.01   0.00  -0.06   0.16   0.11  -0.05   0.00  -0.00  -0.01   0.00  -0.03   0.06  -0.01  -0.02   0.06  -0.01  -0.03   0.07  -0.01  -0.01   0.03  -0.00  -0.35   1.00
   0.00   0.00  -0.00  -0.02   0.00   0.00  -0.00  -0.03   0.00   0.00  -0.00  -0.02   0.00   0.00  -0.01  -0.04  -0.00   0.02   0.13   0.13   0.00  -0.00  -0.00  -0.01  -0.00   0.00  -0.00  -0.02   0.00   0.00  -0.00  -0.03   0.00   0.00  -0.00  -0.01  -0.00   0.00  -0.01  -0.04   0.02  -0.05   0.18   0.11  -0.00   0.00  -0.01  -0.01   0.01  -0.01   0.03   0.00  -0.01   0.03   0.01  -0.01   0.03   0.00  -0.00   0.01   0.09  -0.28   1.00
   0.00  -0.00  -0.00   0.00   0.00  -0.00  -0.00   0.00   0.00  -0.00  -0.00   0.00   0.00  -0.00  -0.00  -0.00   0.00  -0.00  -0.01   0.00   0.03   0.07   0.14  -0.08  -0.00   0.00  -0.00   0.00   0.00  -0.00  -0.00   0.00   0.00   0.00  -0.00  -0.00   0.00  -0.00  -0.00  -0.00   0.00  -0.00  -0.00   0.00  -0.10   0.22   0.04  -0.05  -0.01   0.02  -0.00  -0.01   0.02  -0.00  -0.01   0.02  -0.00  -0.01   0.02  -0.00  -0.00   0.02  -0.00   1.00

}}   
