    26.5  0.562      0.5620   0.001405     0.0025    0.02103     3.50     0.00     5.10     0.00   -2.20     2.20     0.60    -1.10    -0.60    -4.30     5.60     1.40     0.30    -0.80    -2.30     3.00     4.80   
    26.5  0.562      0.5620   0.004777     0.0085    0.01537     4.10     0.00     4.90     0.00   -0.70     1.40     0.70     0.00    -0.20     6.80     3.00     0.40     0.00    -0.50    -0.30     2.30     4.80   
    46.0  0.0178     0.0178   0.000890     0.0500    0.03208    12.20     0.00     0.00    -0.30   -0.10     1.80    -1.20     0.10    -0.60     1.50     5.80     3.30     0.50    -0.70    -0.20     0.60     4.80   
    46.0  0.0178     0.0178   0.001335     0.0750    0.02193    19.00     0.00     0.00     0.30    0.60     2.20    -1.10     0.00    -2.90    -1.50     4.10     3.20     0.40    -0.60    -1.90     0.10     4.80   
    46.0  0.0561875  0.0562   0.000899     0.0160    0.01596     8.90     0.00     0.00     0.10   -0.20     2.00    -1.10     0.00    -0.70     4.10     6.10     1.50     0.50    -0.70    -0.80     0.60     4.80   
    46.0  0.0562     0.0562   0.001405     0.0250    0.01668     8.70     0.00     0.00     0.10    0.60     1.70    -1.20     0.00    -0.40    -1.20     6.90     1.00     0.20    -0.80    -0.60     0.10     4.80   
    46.0  0.0562     0.0562   0.001967     0.0350    0.01617    10.60     0.00     0.00     0.30   -0.80     1.50    -0.10     0.10    -1.00     3.40     5.30     2.10     0.20    -0.70    -1.00     0.10     4.80   
    46.0  0.0562     0.0562   0.002810     0.0500    0.01982     9.50     0.00     0.00     0.00   -1.00     2.00    -0.50     0.10    -1.90    -0.60     5.80     1.90     0.20    -1.10    -0.30     0.20     4.80   
    46.0  0.0562     0.0562   0.004215     0.0750    0.02695    16.10     0.00     0.00     0.00   -1.20     2.10    -0.70     0.10    -3.70     0.10     3.90     2.50     0.20    -0.60    -1.70     0.20     4.80   
    46.0  0.178      0.1780   0.001513     0.0085    0.01290     8.20     0.00     0.20     0.00   -1.70     2.70    -0.60     0.00     0.00     6.00     5.30     1.00     0.30    -0.90    -3.00     0.50     4.80   
    46.0  0.178      0.1780   0.002848     0.0160    0.01290     7.20     0.00     0.00     0.40   -0.50     1.10    -0.20     0.00    -0.80     4.30     5.80     0.90     0.20    -0.90    -1.50     0.20     4.80   
    46.0  0.178      0.1780   0.004450     0.0250    0.01328     8.60     0.00     0.00     0.00   -0.40     1.50    -0.40     0.00    -0.10     3.80     5.80     1.00     0.10    -1.00    -1.30     0.20     4.80   
    46.0  0.178      0.1780   0.006230     0.0350    0.01298    10.90     0.00     0.00     0.00   -0.20     2.60     0.20     0.20     0.00     1.70     5.80     2.60     0.10    -0.90    -0.40     0.20     4.80   
    46.0  0.178      0.1780   0.008900     0.0500    0.01405    11.20     0.00     0.00     0.00    1.30     5.10     0.90     0.30    -3.20     1.10     3.60     3.10     0.10    -1.20    -0.40     0.30     4.80   
    46.0  0.178      0.1780   0.013350     0.0750    0.02882    20.80     0.00     0.00     0.00   -2.40     0.20     1.60     0.10    -3.70    -1.20     3.60     2.70    -0.20    -1.00    -2.20     0.30     4.80   
    46.0  0.562      0.5620   0.001405     0.0025    0.02340     5.50     0.00     5.00     0.00   -2.80     2.20     0.30    -0.90     0.20    -6.10     4.30     1.10     0.20    -0.70    -2.70     3.60     4.80   
    46.0  0.562      0.5620   0.004777     0.0085    0.01488     5.60     0.00     5.60     0.00   -1.30     1.70     0.50    -0.10    -0.40     6.00     3.40     0.70     0.10    -0.50    -0.90     2.90     4.80   
